date,close,volume,open,high,low
2015/07/17,129.62,45970470,129.08,129.62,128.31
2015/07/16,128.51,35987630,127.74,128.57,127.35
2015/07/15,126.82,33559770,125.72,127.15,125.58
2015/07/14,125.61,31695870,126.04,126.37,125.04
2015/07/13,125.66,41365600,125.03,125.755,124.32
2015/07/10,123.28,61292800,121.94,123.85,121.21
2015/07/09,120.07,78291510,123.85,124.06,119.22
2015/07/08,122.57,60609830,124.48,124.64,122.54
2015/07/07,125.69,46737090,125.89,126.15,123.77
2015/07/06,126,27972950,124.94,126.23,124.85
2015/07/02,126.44,27171180,126.43,126.69,125.77
2015/07/01,126.6,30206890,126.9,126.94,125.99
2015/06/30,125.425,44326050,125.57,126.12,124.86
2015/06/29,124.53,49043410,125.46,126.47,124.48
2015/06/26,126.75,43986290,127.67,127.99,126.51
2015/06/25,127.5,31872390,128.86,129.2,127.5
2015/06/24,128.11,55077520,127.21,129.8,127.12
2015/06/23,127.03,30192140,127.48,127.61,126.8792
2015/06/22,127.61,33976180,127.49,128.06,127.08
2015/06/19,126.6,54361530,127.71,127.82,126.4
2015/06/18,127.88,35363990,127.23,128.31,127.22
2015/06/17,127.3,32858900,127.72,127.88,126.74
2015/06/16,127.6,31443650,127.03,127.85,126.37
2015/06/15,126.92,43896960,126.1,127.24,125.71
2015/06/12,127.17,36826260,128.185,128.33,127.11
2015/06/11,128.59,35344520,129.18,130.18,128.475
2015/06/10,128.88,39029190,127.92,129.34,127.85
2015/06/09,127.42,56002840,126.7,128.08,125.62
2015/06/08,127.8,52609900,128.9,129.21,126.83
2015/06/05,128.65,35577760,129.5,129.69,128.36
2015/06/04,129.36,38335980,129.58,130.58,128.91
2015/06/03,130.12,30939810,130.66,130.94,129.9
2015/06/02,129.96,33595980,129.86,130.655,129.32
2015/06/01,130.535,32016020,131.2,131.39,130.05
2015/05/29,130.28,50474170,131.23,131.45,129.9
2015/05/28,131.78,30678840,131.86,131.95,131.1
2015/05/27,132.045,45771120,130.34,132.26,130.05
2015/05/26,129.62,70544670,132.6,132.91,129.12
2015/05/22,132.54,45469340,131.6,132.97,131.4
2015/05/21,131.39,39589780,130.07,131.63,129.83
2015/05/20,130.06,36261170,130,130.98,129.34
2015/05/19,130.07,44395440,130.69,130.88,129.64
2015/05/18,130.19,50723240,128.38,130.72,128.36
2015/05/15,128.77,38128470,129.07,129.49,128.21
2015/05/14,128.95,45123920,127.41,128.95,127.16
2015/05/13,126.01,34611600,126.15,127.19,125.87
2015/05/12,125.865,48073450,125.6,126.88,124.82
2015/05/11,126.32,41920740,127.39,127.56,125.625
2015/05/08,127.62,55473820,126.68,127.62,126.11
2015/05/07,125.26,42653920,124.77,126.08,124.02
2015/05/06,125.01,72037370,126.56,126.75,123.36
2015/05/05,125.8,49127770,128.15,128.4498,125.78
2015/05/04,128.7,50905020,129.5,130.57,128.26
2015/05/01,128.95,57349000,126.1,130.13,125.3
2015/04/30,125.15,82924980,127.5,127.88,124.58
2015/04/29,128.64,63063240,130.16,131.59,128.3
2015/04/28,130.56,118693700,134.455,134.54,129.57
2015/04/27,132.65,95084260,132.31,133.13,131.15
2015/04/24,130.28,44209710,130.49,130.63,129.23
2015/04/23,129.67,45596690,128.3,130.42,128.14
2015/04/22,128.62,37575420,126.99,128.87,126.32
2015/04/21,126.91,32341380,128.1,128.2,126.67
2015/04/20,127.6,46975110,125.57,128.12,125.17
2015/04/17,124.75,51481310,125.55,126.14,124.46
2015/04/16,126.17,28020240,126.28,127.1,126.11
2015/04/15,126.78,28922420,126.41,127.13,126.01
2015/04/14,126.3,25418280,127,127.29,125.91
2015/04/13,126.85,36248620,128.37,128.57,126.61
2015/04/10,127.1,40125760,125.95,127.21,125.26
2015/04/09,126.56,32244360,125.85,126.58,124.66
2015/04/08,125.6,37272090,125.85,126.4,124.97
2015/04/07,126.01,34894810,127.64,128.1218,125.98
2015/04/06,127.35,36917490,124.47,127.51,124.33
2015/04/02,125.32,32171410,125.03,125.56,124.19
2015/04/01,124.25,40463140,124.82,125.12,123.1
2015/03/31,124.43,42019420,126.09,126.49,124.355
2015/03/30,126.37,46974980,124.05,126.4,124
2015/03/27,123.25,39471720,124.57,124.7,122.91
2015/03/26,124.24,47409610,122.76,124.88,122.6
2015/03/25,123.38,51505600,126.54,126.82,123.38
2015/03/24,126.69,32747200,127.23,128.04,126.56
2015/03/23,127.21,37597600,127.12,127.85,126.52
2015/03/20,125.9,68516180,128.25,128.4,125.16
2015/03/19,127.495,45674520,128.75,129.2451,127.4
2015/03/18,128.47,65118170,127,129.16,126.37
2015/03/17,127.04,50891230,125.9,127.32,125.65
2015/03/16,124.95,35816300,123.88,124.95,122.87
2015/03/13,123.59,51744670,124.4,125.3951,122.58
2015/03/12,124.45,48233270,122.31,124.9,121.63
2015/03/11,122.24,68812690,124.75,124.77,122.11
2015/03/10,124.51,68720360,126.41,127.22,123.8
2015/03/09,127.14,88410240,127.96,129.57,125.06
2015/03/06,126.6,72699680,128.4,129.37,126.26
2015/03/05,126.41,56391280,128.58,128.75,125.76
2015/03/04,128.54,31588480,129.1,129.56,128.32
2015/03/03,129.36,37749900,128.96,129.52,128.09
2015/03/02,129.09,48042680,129.25,130.28,128.3
2015/02/27,128.46,61931350,130,130.57,128.24
2015/02/26,130.415,91171830,128.785,130.87,126.61
2015/02/25,128.79,74555120,131.56,131.6,128.15
2015/02/24,132.17,69109410,132.94,133.6,131.17
2015/02/23,133,73089250,130.02,133,129.66
2015/02/20,129.495,48878410,128.62,129.5,128.05
2015/02/19,128.45,37295460,128.48,129.03,128.33
2015/02/18,128.715,44695980,127.625,128.78,127.45
2015/02/17,127.83,63014110,127.49,128.88,126.92
2015/02/13,127.08,53955650,127.28,127.28,125.65
2015/02/12,126.46,74374630,126.06,127.48,125.57
2015/02/11,124.88,73278020,122.77,124.92,122.5
2015/02/10,122.02,61845390,120.17,122.15,120.16
2015/02/09,119.72,37900780,118.55,119.84,118.43
2015/02/06,118.93,43633660,120.02,120.25,118.45
2015/02/05,119.94,42197110,120.02,120.23,119.25
2015/02/04,119.56,69975180,118.5,120.51,118.309
2015/02/03,118.65,51842080,118.5,119.09,117.61
2015/02/02,118.63,62542440,118.05,119.17,116.08
2015/01/30,117.16,83646800,118.4,120,116.85
2015/01/29,118.9,84132130,116.32,119.19,115.56
2015/01/28,115.31,146184300,117.625,118.12,115.31
2015/01/27,109.14,92326640,112.42,112.48,109.03
2015/01/26,113.1,55457420,113.74,114.3626,112.8
2015/01/23,112.98,46420020,112.3,113.75,111.53
2015/01/22,112.4,53717440,110.26,112.47,109.72
2015/01/21,109.55,48482860,108.95,111.06,108.27
2015/01/20,108.72,49742320,107.84,108.9667,106.5
2015/01/16,105.99,78453330,107.03,107.58,105.2
2015/01/15,106.82,59808470,110,110.06,106.66
2015/01/14,109.8,48728190,109.04,110.49,108.5
2015/01/13,110.22,66969980,111.43,112.8,108.91
2015/01/12,109.25,49571170,112.6,112.63,108.8
2015/01/09,112.01,53645730,112.67,113.25,110.21
2015/01/08,111.89,59168760,109.23,112.15,108.7
2015/01/07,107.75,39983350,107.2,108.2,106.695
2015/01/06,106.26,65682250,106.54,107.43,104.63
2015/01/05,106.25,64210880,108.29,108.65,105.41
2015/01/02,109.33,53143770,111.39,111.44,107.35
2014/12/31,110.38,41304780,112.82,113.13,110.21
2014/12/30,112.52,29798660,113.64,113.92,112.11
2014/12/29,113.91,27533430,113.79,114.77,113.7
2014/12/26,113.99,33681200,112.1,114.52,112.01
2014/12/24,112.01,14479610,112.58,112.71,112.01
2014/12/23,112.54,25991030,113.23,113.33,112.46
2014/12/22,112.94,45097060,112.16,113.49,111.97
2014/12/19,111.78,86595830,112.26,113.24,111.66
2014/12/18,112.65,58785590,111.87,112.65,110.66
2014/12/17,109.41,53265930,107.12,109.84,106.82
2014/12/16,106.745,60651790,106.37,110.16,106.26
2014/12/15,108.225,67083260,110.7,111.6,106.35
2014/12/12,109.73,55873820,110.46,111.87,109.58
2014/12/11,111.62,41404690,112.26,113.8,111.34
2014/12/10,111.95,44475360,114.41,114.85,111.54
2014/12/09,114.12,60112240,110.19,114.3,109.35
2014/12/08,112.4,57445030,114.1,114.648,111.62
2014/12/05,115,38230970,115.99,116.08,114.64
2014/12/04,115.49,42068020,115.77,117.2,115.29
2014/12/03,115.93,42956200,115.75,116.35,115.11
2014/12/02,114.63,59205320,113.5,115.75,112.75
2014/12/01,115.07,83657780,118.81,119.25,111.27
2014/11/28,118.93,24814400,119.27,119.4,118.05
2014/11/26,119,40756950,117.94,119.1,117.83
2014/11/25,117.6,68719930,119.07,119.75,117.45
2014/11/24,118.625,46867340,116.85,118.77,116.62
2014/11/21,116.47,56759320,117.51,117.57,116.03
2014/11/20,116.31,43148650,114.91,116.86,114.85
2014/11/19,114.67,41815550,115.44,115.74,113.8
2014/11/18,115.47,44163250,113.94,115.69,113.89
2014/11/17,113.99,46687710,114.27,117.28,113.3
2014/11/14,114.18,43789060,113.15,114.19,113.05
2014/11/13,112.82,59418180,111.8,113.45,111.6
2014/11/12,111.25,46372630,109.38,111.43,109.37
2014/11/11,109.7,27330410,108.7,109.75,108.4
2014/11/10,108.83,27066060,109.02,109.33,108.67
2014/11/07,109.01,33655280,108.75,109.32,108.55
2014/11/06,108.7,34733740,108.6,108.79,107.8
2014/11/05,108.86,37365530,109.1,109.3,108.125
2014/11/04,108.6,41423660,109.36,109.49,107.72
2014/11/03,109.4,52154490,108.22,110.3,108.01
2014/10/31,108,44550790,108.01,108.04,107.21
2014/10/30,106.98,40572000,106.959,107.35,105.9
2014/10/29,107.34,52545580,106.65,107.37,106.36
2014/10/28,106.74,47689070,105.4,106.74,105.35
2014/10/27,105.11,34086120,104.85,105.48,104.7
2014/10/24,105.22,46937880,105.18,105.49,104.53
2014/10/23,104.83,70760150,104.08,105.051,103.63
2014/10/22,102.99,68140010,102.84,104.11,102.6
2014/10/21,102.47,93786680,103.02,103.02,101.27
2014/10/20,99.76,75705040,98.315,99.96,98.22
2014/10/17,97.67,67723910,97.5,99,96.81
2014/10/16,96.26,72017830,95.55,97.72,95.41
2014/10/15,97.54,99942790,97.97,99.15,95.18
2014/10/14,98.75,63287170,100.39,100.52,98.57
2014/10/13,99.81,53437060,101.33,101.78,99.81
2014/10/10,100.73,66249770,100.69,102.03,100.3
2014/10/09,101.02,77283330,101.54,102.38,100.61
2014/10/08,100.8,57329820,98.76,101.11,98.31
2014/10/07,98.75,42003200,99.43,100.12,98.73
2014/10/06,99.62,36780620,99.95,100.65,99.42
2014/10/03,99.62,43419580,99.44,100.21,99.04
2014/10/02,99.9,47697150,99.27,100.22,98.04
2014/10/01,99.18,51400260,100.59,100.69,98.7
2014/09/30,100.75,55119980,100.81,101.54,100.53
2014/09/29,100.11,49263260,98.65,100.435,98.63
2014/09/26,100.75,62276770,98.53,100.75,98.4
2014/09/25,97.87,99689300,100.51,100.71,97.72
2014/09/24,101.75,59974260,102.16,102.85,101.2
2014/09/23,102.64,63255860,100.6,102.94,100.54
2014/09/22,101.06,52421660,101.8,102.14,100.58
2014/09/19,100.96,70747430,102.29,102.35,100.88
2014/09/18,101.79,36971170,101.93,102.35,101.56
2014/09/17,101.58,60783090,101.27,101.8,100.5922
2014/09/16,100.86,66754370,99.8,101.26,98.89
2014/09/15,101.63,61169670,102.81,103.05,101.44
2014/09/12,101.66,62826040,101.21,102.19,101.08
2014/09/11,101.43,62077230,100.41,101.44,99.62
2014/09/10,101,100352500,98.01,101.11,97.76
2014/09/09,97.99,189419500,99.08,103.08,96.14
2014/09/08,98.36,46176570,99.3,99.31,98.05
2014/09/05,98.97,58280030,98.8,99.39,98.31
2014/09/04,98.12,85537710,98.85,100.09,97.79
